Customer Key-Name,LastName,BirthDate,MaritalStatus,Gender,EmailAddress,AnnualIncome,TotalChildren,EducationLevel,Occupation,HomeOwner
14971SUSAN,ZHU,24-01-1979,M,F,susan24@learnsector.com,20000,4,High School,Manual,N
14972CRISTINA,DENG,05-10-1979,S,F,cristina1@learnsector.com,30000,3,Partial College,Clerical,Y
14973ALICIA,JAI,22-07-1979,S,F,alicia9@learnsector.com,30000,3,Partial College,Clerical,Y
14974K.,SARAVAN,02-07-1979,S,M,k0@learnsector.com,30000,3,Partial College,Clerical,Y
14975DALTON,SCOTT,03-07-1963,M,M,dalton29@learnsector.com,40000,1,Bachelors,Skilled Manual,Y
14976RANDY,HU,11-06-1962,M,M,randy23@learnsector.com,40000,1,Bachelors,Skilled Manual,Y
14977STACY,CARLSON,18-02-1978,S,F,stacy19@learnsector.com,30000,3,Partial College,Clerical,Y
14978JAMIE,ORTEGA,01-04-1978,S,M,jamie44@learnsector.com,30000,4,Partial College,Clerical,Y
14979RODNEY,SERRANO,07-03-1978,S,M,rodney12@learnsector.com,30000,4,Partial College,Clerical,Y
14980MICHELE,GARCIA,03-09-1978,S,NA,michele28@learnsector.com,30000,4,Partial College,Clerical,Y
14981APRIL,RAJI,08-03-1978,S,F,april17@learnsector.com,30000,4,Partial College,Clerical,Y
14982KAYLA,HUGHES,08-10-1978,M,F,kayla35@learnsector.com,30000,4,Partial College,Clerical,N
14983JUAN,SANZ,24-08-1978,S,M,juan7@learnsector.com,30000,4,Partial College,Clerical,Y
14984REGINA,VANCE,13-11-1978,S,F,regina3@learnsector.com,30000,5,Partial College,Clerical,Y
14985JACLYN,ZHU,27-05-1977,S,F,jaclyn15@learnsector.com,20000,0,High School,Manual,N
14986RICHARD,MARTINEZ,05-08-1976,M,M,richard11@learnsector.com,20000,0,High School,Manual,N
14987MISTY,NARA,03-12-1976,S,F,misty18@learnsector.com,20000,0,High School,Manual,N
14988MANDY,LU,24-01-1975,M,F,mandy13@learnsector.com,10000,0,Partial High School,Manual,Y
14989SHAWNA,SHE,23-06-1976,S,F,shawna0@learnsector.com,20000,0,High School,Manual,N
14990NELSON,RAMOS,26-01-1976,S,M,nelson16@learnsector.com,30000,0,Partial College,Clerical,N
14991EDWIN,ZHAO,26-02-1976,S,M,edwin11@learnsector.com,30000,0,Partial College,Clerical,N
14992DALE,ANDERSEN,14-08-1912,M,M,dale10@learnsector.com,20000,2,Partial High School,Manual,Y
14993SEAN,MORGAN,11-06-1975,S,M,sean21@learnsector.com,20000,0,Partial High School,Manual,Y
14994SETH,KING,27-12-1975,S,M,seth27@learnsector.com,20000,0,Partial High School,Manual,N
14995STEFANIE,MALHOTRA,09-05-1974,S,F,stefanie4@learnsector.com,20000,0,Partial High School,Manual,N
14996ROSS,GILL,14-10-1975,S,M,ross31@learnsector.com,30000,0,Partial College,Clerical,N
14997ANGEL,COOPER,05-06-1975,M,M,angel8@learnsector.com,30000,0,Partial College,Clerical,N
14998ROBERT,RODRIGUEZ,16-04-1974,S,M,robert80@learnsector.com,20000,0,Partial High School,Manual,N
14999ARIANNA,MORRIS,06-05-1973,S,F,arianna41@learnsector.com,10000,0,Partial High School,Manual,Y
15000KELLI,ZHOU,22-05-1973,S,F,kelli9@learnsector.com,10000,0,Partial High School,Manual,N
15001AUTUMN,LU,03-03-1973,S,F,autumn10@learnsector.com,10000,0,Partial High School,Manual,N
15002JENNY,LIN,06-04-1973,S,F,jenny10@learnsector.com,20000,0,Partial High School,Manual,N
15003DENNIS,YANG,21-09-1973,S,M,dennis6@learnsector.com,20000,0,Partial High School,Manual,N
15004SUZANNE,HU,05-12-1973,S,F,suzanne21@learnsector.com,20000,0,Partial High School,Manual,Y
15005ADRIAN,COOPER,20-09-1978,S,M,adrian10@learnsector.com,60000,0,Partial College,Skilled Manual,N
15006GRACE,JACKSON,21-11-1978,M,F,grace11@learnsector.com,70000,0,Partial College,Skilled Manual,Y
15007JAIME,RUBIO,21-08-1977,S,F,jaime23@learnsector.com,40000,0,Partial High School,Clerical,N
15008BLAKE,PARKER,27-11-1977,M,M,blake44@learnsector.com,40000,0,Partial High School,Clerical,N
15009CHLOE,PATTERSON,10-06-1977,S,F,chloe77@learnsector.com,30000,0,Partial College,Skilled Manual,Y
15010CORY,SURI,12-09-1977,M,M,cory18@learnsector.com,30000,0,Partial College,Skilled Manual,Y
15011AMBER,MITCHELL,13-11-1977,S,F,amber11@learnsector.com,60000,0,Partial College,Skilled Manual,Y
15012EMMA,HUGHES,03-09-1976,M,F,emma57@learnsector.com,60000,0,Partial College,Skilled Manual,Y
15013JULIA,CAMPBELL,13-11-1976,S,F,julia6@learnsector.com,60000,0,Partial College,Skilled Manual,N
15014WARREN,LIU,19-07-1949,M,M,warren21@learnsector.com,30000,3,Partial College,Clerical,N
15015RANDY,LIU,06-05-1950,M,M,randy5@learnsector.com,30000,3,Partial College,Clerical,N
15016DANIEL,CLARK,13-02-1980,S,M,daniel9@learnsector.com,40000,0,Partial High School,Clerical,N
15017AMANDA,RAMIREZ,22-10-1980,S,F,amanda16@learnsector.com,20000,0,Partial College,Skilled Manual,N
15018FELICIA,MARTIN,24-10-1951,M,F,felicia0@learnsector.com,30000,3,High School,Skilled Manual,N
15019MARY,RAMOS,28-03-1951,S,F,mary38@learnsector.com,30000,3,High School,Skilled Manual,Y
15020CHRISTY,MA,24-10-1951,M,F,christy14@learnsector.com,30000,3,High School,Skilled Manual,N
15021LUCAS,MOORE,12-04-1951,M,M,lucas21@learnsector.com,30000,3,High School,Skilled Manual,N
15022LATASHA,GUTIERREZ,16-11-1951,M,F,latasha11@learnsector.com,40000,2,Partial College,Clerical,N
15023JUAN,WATSON,03-07-1979,M,M,juan10@learnsector.com,70000,0,Partial College,Skilled Manual,Y
15024NATHAN,JONES,13-11-1952,M,M,nathan61@learnsector.com,30000,3,High School,Skilled Manual,Y
15025KRISTI,SUBRAM,18-07-1952,S,F,kristi30@learnsector.com,40000,2,Partial College,Clerical,Y
15026FELICIA,DIAZ,09-07-1952,S,F,felicia3@learnsector.com,40000,2,Partial College,Clerical,Y
15027TOMMY,JAI,19-10-1953,M,M,tommy8@learnsector.com,40000,3,Partial College,Skilled Manual,Y
15028TABITHA,ALVAREZ,10-03-1980,S,F,tabitha24@learnsector.com,10000,0,Partial College,Manual,N
15029ALEJANDRO,YE,04-06-1979,S,M,alejandro12@learnsector.com,10000,0,Partial College,Manual,Y
15030JEFFERY,ZHENG,12-07-1980,M,M,jeffery19@learnsector.com,20000,0,Bachelors,Clerical,Y
15031DARRYL,LIN,27-02-1977,M,M,darryl7@learnsector.com,10000,0,High School,Manual,Y
15032MEREDITH,SUAREZ,11-06-1976,S,F,meredith43@learnsector.com,10000,1,High School,Manual,N
15033DANA,MORENO,02-07-1976,S,F,dana22@learnsector.com,10000,1,High School,Manual,N
15034HECTOR,SUAREZ,26-08-1979,S,M,hector17@learnsector.com,10000,1,High School,Manual,N
15035JAY,MEHTA,11-02-1979,S,M,jay20@learnsector.com,10000,1,High School,Manual,N
15036DEREK,SHE,23-08-1979,S,M,derek1@learnsector.com,20000,0,Bachelors,Clerical,Y
15037JAIME,RAJI,23-08-1979,S,M,jaime44@learnsector.com,20000,0,Bachelors,Clerical,Y
15038CEDRIC,YANG,12-07-1978,M,M,cedric5@learnsector.com,20000,0,Bachelors,Clerical,Y
15039MICHELE,XIE,05-04-1977,S,F,michele3@learnsector.com,10000,1,High School,Manual,N
15040GEORGE,LOPEZ,10-06-1977,M,M,george23@learnsector.com,10000,1,High School,Manual,Y
15041MICHELE,GOEL,08-09-1977,M,F,michele20@learnsector.com,10000,1,High School,Manual,Y
15042BRYANT,PEREZ,21-01-1977,S,M,bryant20@learnsector.com,20000,0,Partial College,Manual,N
15043JOEL,GONZALEZ,10-05-1977,S,M,joel17@learnsector.com,20000,0,Partial College,Manual,Y
15044VALERIE,HU,10-08-1977,S,F,valerie22@learnsector.com,20000,0,Partial College,Manual,Y
15045TASHA,LUO,20-04-1943,M,F,tasha6@learnsector.com,20000,2,Partial College,Manual,Y
15046CASEY,TANG,18-11-1943,M,F,casey4@learnsector.com,40000,1,Graduate Degree,Clerical,Y
15047MEGHAN,VAZQUEZ,11-08-1961,M,F,meghan14@learnsector.com,30000,3,Graduate Degree,Clerical,Y
15048BONNIE,YUAN,19-06-1961,M,F,bonnie12@learnsector.com,30000,3,Graduate Degree,Clerical,Y
15049FRANK,DOMINGUEZ,24-03-1960,S,M,frank20@learnsector.com,10000,1,High School,Manual,N
15050JOSHUA,MILLER,10-12-1960,S,M,joshua8@learnsector.com,20000,1,Partial College,Manual,N
15051HAROLD,MCDONALD,23-05-1960,S,NA,harold11@learnsector.com,20000,1,Partial College,Manual,N
15052KARI,MORENO,05-05-1960,M,F,kari26@learnsector.com,20000,1,Partial College,Manual,Y
15053KURT,ANDERSEN,09-11-1959,S,M,kurt13@learnsector.com,10000,1,High School,Manual,N
15054ROGER,ANAND,14-02-1959,S,M,roger50@learnsector.com,20000,2,Partial College,Manual,Y
15055PATRICK,TORRES,22-07-1959,M,M,patrick10@learnsector.com,20000,2,Partial College,Manual,Y
15056JAIME,SUAREZ,02-04-1959,M,F,jaime21@learnsector.com,20000,2,Partial College,Manual,Y
15057REGINA,CHANDRA,27-06-1959,S,F,regina2@learnsector.com,20000,2,Partial College,Manual,Y
15058JULIO,SUAREZ,27-11-1959,M,M,julio20@learnsector.com,30000,3,Graduate Degree,Clerical,Y
15059LISA,ZHU,14-09-1959,M,F,lisa17@learnsector.com,30000,3,Graduate Degree,Clerical,Y
15060MAX,VAZQUEZ,24-12-1958,S,M,max14@learnsector.com,20000,2,Partial College,Manual,Y
15061MARGARET,MA,28-05-1960,M,F,margaret22@learnsector.com,30000,3,Graduate Degree,Clerical,Y
15062JAIME,ALONSO,22-09-1960,S,F,jaime9@learnsector.com,30000,3,Graduate Degree,Clerical,Y
15063KARI,MALHOTRA,19-06-1960,M,F,kari6@learnsector.com,30000,3,Bachelors,Clerical,Y
15064ERIK,RUBIO,03-08-1960,M,M,erik21@learnsector.com,30000,3,Bachelors,Clerical,Y
15065ALEJANDRO,GAO,15-05-1970,S,M,alejandro18@learnsector.com,10000,1,High School,Manual,N
15066DIANA,MUNOZ,05-03-1970,M,F,diana6@learnsector.com,10000,1,High School,Manual,Y
15067DANA,ALVAREZ,05-02-1970,S,F,dana20@learnsector.com,10000,2,High School,Manual,Y
15068JESSICA,BARNES,17-02-1970,S,F,jessica27@learnsector.com,20000,0,Partial College,Manual,N
15069NOAH,LAL,23-03-1970,S,M,noah24@learnsector.com,20000,0,Partial College,Manual,Y
15070ALFREDO,NAVARRO,09-04-1969,S,M,alfredo11@learnsector.com,10000,2,High School,Manual,Y
15071KRISTA,GUTIERREZ,17-12-1970,S,F,krista11@learnsector.com,30000,0,Bachelors,Clerical,Y
15072WHITNEY,SUBRAM,04-07-1970,S,F,whitney12@learnsector.com,30000,0,Bachelors,Clerical,Y
15073TASHA,CHANDER,07-05-1970,M,F,tasha16@learnsector.com,30000,0,Bachelors,Clerical,Y
15074ELIZABETH,PERRY,26-02-1920,M,F,elizabeth37@learnsector.com,10000,3,Bachelors,Clerical,N
15075ALEXA,KELLY,15-09-1920,M,F,alexa2@learnsector.com,10000,3,Bachelors,Clerical,N
15076SHEILA,RAMOS,20-06-1969,M,F,sheila16@learnsector.com,20000,0,Partial College,Manual,N
15077DOMINIQUE,LOPEZ,16-05-1969,M,F,dominique14@learnsector.com,30000,0,Bachelors,Clerical,Y
15078JACOB,WILSON,10-08-1969,S,M,jacob7@learnsector.com,30000,0,Bachelors,Clerical,N
15079JOSE,MARTIN,04-06-1969,M,M,jose76@learnsector.com,30000,0,Bachelors,Clerical,Y
15080EVELYN,CHANDRA,09-11-1969,M,F,evelyn2@learnsector.com,40000,0,Graduate Degree,Clerical,Y
15081DAISY,MUNOZ,20-12-1969,M,F,daisy3@learnsector.com,40000,0,Graduate Degree,Clerical,Y
15082KELVIN,LAL,13-06-1969,M,M,kelvin5@learnsector.com,40000,0,Graduate Degree,Clerical,Y
15083TERESA,GUTIERREZ,05-07-1969,M,F,teresa11@learnsector.com,40000,0,Graduate Degree,Clerical,Y
15084ADRIENNE,SERRANO,20-09-1969,S,F,adrienne13@learnsector.com,40000,0,Graduate Degree,Clerical,Y
15085KRISTIN,JAI,02-07-1969,S,F,kristin12@learnsector.com,40000,0,Graduate Degree,Clerical,Y
15086LATASHA,DOMINGUEZ,19-02-1969,S,F,latasha12@learnsector.com,50000,0,Graduate Degree,Skilled Manual,Y
15087ROBIN,SANZ,04-05-1969,S,F,robin15@learnsector.com,50000,0,Graduate Degree,Skilled Manual,N
15088COLLEEN,CAI,09-03-1969,S,F,colleen22@learnsector.com,50000,0,Graduate Degree,Skilled Manual,Y
15089MARTIN,PRASAD,02-11-1969,M,M,martin14@learnsector.com,50000,0,Graduate Degree,Skilled Manual,Y
15090TROY,MEHTA,24-06-1953,S,M,troy15@learnsector.com,10000,2,High School,Manual,Y
15091JERMAINE,MADAN,20-03-1968,M,M,jermaine6@learnsector.com,20000,1,Partial College,Manual,Y
15092ADRIAN,MORRIS,18-08-1954,M,M,adrian19@learnsector.com,80000,3,Partial College,Professional,Y
15093JOHNNY,MOYER,17-02-1944,M,M,johnny20@learnsector.com,70000,5,High School,Professional,Y
15094WENDY,ORTEGA,19-03-1944,M,F,wendy20@learnsector.com,70000,5,High School,Professional,Y
15095JODI,SHAN,05-01-1945,M,F,jodi10@learnsector.com,70000,5,High School,Professional,N
15096GARY,SCHARE,17-07-1945,M,M,gary4@learnsector.com,80000,5,Bachelors,Management,Y
15097MORGAN,BENNETT,23-04-1945,M,F,morgan71@learnsector.com,110000,3,Bachelors,Management,Y
15098DIANA,SANZ,28-02-1946,S,F,diana19@learnsector.com,80000,5,Partial College,Professional,N
15099ALVIN,MA,09-06-1946,S,M,alvin15@learnsector.com,80000,5,Partial College,Professional,Y
15100BRENDA,CHANDRA,23-11-1946,M,F,brenda6@learnsector.com,110000,3,Bachelors,Management,N
15101SHAWN,SHAN,17-10-1946,S,M,shawn12@learnsector.com,120000,4,Bachelors,Management,Y
15102ALLEN,MALHOTRA,14-08-1946,M,M,allen4@learnsector.com,130000,4,Partial College,Professional,Y
15103JONATHAN,LOPEZ,08-03-1953,M,M,jonathan50@learnsector.com,80000,4,Partial College,Professional,Y
15104ASHLEY,THOMPSON,04-02-1953,M,F,ashley16@learnsector.com,80000,4,Partial College,Professional,Y
15105TINA,RANA,09-10-1954,M,F,tina13@learnsector.com,100000,3,High School,Professional,Y
15106SHANNON,NAVARRO,07-11-1954,M,M,shannon31@learnsector.com,170000,3,High School,Professional,Y
15107ROY,SAUNDERS,20-07-1953,M,M,roy10@learnsector.com,90000,4,Partial College,Professional,Y
15108COLLEEN,GAO,06-07-1953,M,F,colleen15@learnsector.com,130000,4,Partial College,Professional,Y
15109MEGHAN,CARLSON,10-06-1952,M,F,meghan17@learnsector.com,80000,4,High School,Professional,Y
15110JANELLE,PRASAD,26-02-1952,M,F,janelle8@learnsector.com,100000,3,Partial College,Professional,Y
15111LEAH,HUANG,09-09-1951,M,F,leah4@learnsector.com,80000,4,High School,Professional,Y
15112ALICIA,LUO,18-11-1951,M,F,alicia4@learnsector.com,80000,4,High School,Professional,Y
15113ROBERT,SMITH,04-06-1951,M,M,robert84@learnsector.com,80000,5,High School,Professional,Y
15114ERIKA,MUNOZ,27-10-1951,M,F,erika5@learnsector.com,110000,4,Partial College,Professional,Y
15115CHRISTIAN,PATTERSON,13-06-1950,S,M,christian25@learnsector.com,90000,4,High School,Management,Y
15116MACKENZIE,RAMIREZ,26-04-1950,M,F,mackenzie5@learnsector.com,100000,3,Partial College,Management,N
15117DANA,DOMINGUEZ,14-05-1949,M,F,dana5@learnsector.com,100000,3,Partial College,Management,Y
15118NELSON,ORTEGA,09-07-1949,M,M,nelson21@learnsector.com,170000,5,High School,Management,Y
15119JOHNNY,TANG,07-10-1947,M,M,johnny4@learnsector.com,120000,5,Partial High School,Professional,Y
15120ERIKA,SUAREZ,17-02-1976,M,F,erika16@learnsector.com,70000,0,Bachelors,Professional,Y
15121BRENDAN,ANDERSEN,17-06-1976,S,M,brendan11@learnsector.com,70000,0,Bachelors,Professional,N
15122ABBY,RAMAN,11-12-1976,S,F,abby9@learnsector.com,70000,0,Bachelors,Professional,Y
15123SERGIO,LOPEZ,26-09-1975,S,M,sergio17@learnsector.com,70000,0,Bachelors,Professional,Y
15125CORY,MARTINEZ,07-02-1975,S,M,cory15@learnsector.com,80000,0,Bachelors,Professional,N
15126MANUEL,SANCHEZ,21-02-1975,S,M,manuel18@learnsector.com,80000,0,Bachelors,Professional,Y
15127WESLEY,YANG,14-02-1975,S,M,wesley5@learnsector.com,90000,0,Bachelors,Professional,N
15128ANGELICA,BARNES,22-05-1974,S,F,angelica2@learnsector.com,70000,0,Bachelors,Professional,N
15129JENNIFER,PATTERSON,06-10-1973,M,F,jennifer84@learnsector.com,90000,0,Bachelors,Professional,N
15130ROGER,MA,14-09-1973,S,M,roger20@learnsector.com,90000,0,Bachelors,Professional,N
15131LACEY,SUN,24-02-1972,S,F,lacey25@learnsector.com,80000,0,Bachelors,Professional,Y
15132JENNY,PAL,22-03-1973,M,F,jenny34@learnsector.com,100000,0,High School,Management,Y
15133RAUL,RAI,07-07-1973,M,M,raul15@learnsector.com,120000,5,Partial High School,Professional,Y
15134MEAGAN,RAMAN,21-11-1972,S,F,meagan12@learnsector.com,90000,0,Bachelors,Professional,Y
15135DEREK,KUMAR,15-02-1972,S,M,derek7@learnsector.com,90000,0,Bachelors,Professional,N
15136EMMA,JOHNSON,02-05-1972,M,F,emma0@learnsector.com,100000,0,High School,Management,N
15137LUKE,FOSTER,13-08-1972,M,M,luke5@learnsector.com,100000,0,High School,Management,Y
15138MONIQUE,HERNANDEZ,20-06-1972,S,F,monique0@learnsector.com,100000,0,High School,Management,Y
15139COLIN,SHE,02-05-1971,M,M,colin23@learnsector.com,80000,0,Bachelors,Professional,N
15140DIANE,BRADLEY,06-09-1971,S,F,diane20@learnsector.com,80000,0,Bachelors,Professional,N
15141SANDRA,ZHENG,22-10-1971,S,F,sandra27@learnsector.com,80000,0,Bachelors,Professional,Y
15142KARL,NARA,12-05-1972,M,M,karl17@learnsector.com,130000,4,High School,Management,Y
15143KELVIN,WANG,17-06-1971,M,M,kelvin21@learnsector.com,90000,0,Bachelors,Professional,Y
15144DEANNA,SERRANO,04-04-1971,S,F,deanna43@learnsector.com,90000,0,Bachelors,Professional,Y
15145CRYSTAL,LU,19-07-1971,S,F,crystal12@learnsector.com,90000,0,Bachelors,Professional,Y
15146ADRIANA,SARA,12-06-1971,M,F,adriana11@learnsector.com,100000,0,High School,Management,Y
15147CLARENCE,CHEN,16-03-1971,M,M,clarence38@learnsector.com,100000,0,High School,Management,Y
15148JAMES,WEST,09-07-1970,M,M,james40@learnsector.com,90000,0,Bachelors,Professional,Y
15149NATALIE,MORGAN,27-08-1970,M,F,natalie6@learnsector.com,90000,0,Bachelors,Professional,N
15150COLLEEN,SHAN,24-05-1970,M,F,colleen34@learnsector.com,110000,0,High School,Management,N
15151KARL,SHEN,14-12-1971,M,M,karl2@learnsector.com,110000,0,Partial High School,Professional,Y
15152MEGHAN,MORENO,15-06-1971,M,F,meghan6@learnsector.com,110000,0,Partial High School,Professional,Y
15153KRISTEN,LI,04-10-1971,M,F,kristen3@learnsector.com,110000,0,Partial High School,Professional,N
15154JOE,HERNANDEZ,07-09-1971,M,M,joe27@learnsector.com,130000,0,Partial High School,Management,Y
15155JAMIE,HARRISON,08-09-1941,M,F,jamie22@learnsector.com,70000,5,Graduate Degree,Management,Y
15156DYLAN,FOSTER,22-02-1941,M,M,dylan15@learnsector.com,90000,5,Bachelors,Management,Y
15157JORDAN,GONZALEZ,11-01-1941,M,M,jordan62@learnsector.com,100000,2,Graduate Degree,Management,Y
15158VICTORIA,MOORE,13-06-1941,M,F,victoria9@learnsector.com,100000,2,Graduate Degree,Management,Y
15159ERIC,WASHINGTON,15-08-1941,M,M,eric21@learnsector.com,100000,2,Graduate Degree,Management,Y
15160CANDACE,VAN,20-01-1942,M,F,candace3@learnsector.com,80000,5,Bachelors,Management,Y
15161TRINITY,JAMES,16-08-1942,S,F,trinity7@learnsector.com,90000,5,Bachelors,Management,Y
15162KAITLYN,BARNES,03-10-1942,M,F,kaitlyn70@learnsector.com,100000,2,Graduate Degree,Management,Y
15163VICTORIA,MURPHY,06-07-1942,M,F,victoria32@learnsector.com,100000,2,Graduate Degree,Management,Y
15164SAVANNAH,COLLINS,26-11-1943,M,F,savannah23@learnsector.com,100000,2,Graduate Degree,Management,Y
15165CARL,ANAND,12-07-1943,M,M,carl21@learnsector.com,100000,2,Graduate Degree,Management,Y
15166NINA,GOEL,11-09-1943,M,F,nina19@learnsector.com,130000,2,Bachelors,Management,Y
15167SARA,HERNANDEZ,24-03-1943,M,F,sara45@learnsector.com,130000,2,Bachelors,Management,Y
15168XAVIER,BELL,07-12-1944,M,M,xavier81@learnsector.com,70000,4,Bachelors,Management,Y
15169ZACHARY,MILLER,05-04-1953,M,M,zachary35@learnsector.com,40000,3,Partial College,Skilled Manual,Y
15170JERMAINE,MARTINEZ,21-10-1954,M,M,jermaine16@learnsector.com,80000,2,Partial College,Skilled Manual,Y
15171DESTINY,JONES,11-05-1954,S,F,destiny3@learnsector.com,80000,2,Partial College,Skilled Manual,Y
15172ALEXANDRA,HILL,14-02-1975,S,F,alexandra63@learnsector.com,30000,0,Partial College,Skilled Manual,Y
15173MIGUEL,HENDERSON,15-10-1975,S,M,miguel51@learnsector.com,30000,0,Partial College,Skilled Manual,Y
15174TRINITY,ROGERS,09-03-1975,S,F,trinity16@learnsector.com,30000,0,High School,Skilled Manual,Y
15175KRISTI,MALHOTRA,25-11-1973,S,F,kristi21@learnsector.com,70000,0,Partial College,Professional,Y
15176KRISTI,RAMOS,01-03-1973,M,F,kristi13@learnsector.com,70000,0,Partial College,Professional,Y
15177JORGE,LU,19-08-1973,S,M,jorge13@learnsector.com,70000,0,Partial College,Professional,N
15178DREW,TANG,19-07-1955,M,M,drew4@learnsector.com,80000,2,High School,Skilled Manual,Y
15179JAY,RUBIO,07-01-1956,S,M,jay51@learnsector.com,70000,2,High School,Skilled Manual,N
15180JILLIAN,SURI,23-01-1956,S,F,jillian1@learnsector.com,70000,2,High School,Skilled Manual,Y
15181ROSA,HUANG,06-08-1956,S,F,rosa6@learnsector.com,70000,2,High School,Skilled Manual,Y
15182DEANNA,SRINI,26-08-1956,S,F,deanna12@learnsector.com,70000,2,High School,Skilled Manual,Y
15183MICHELE,RAJI,20-01-1957,S,F,michele22@learnsector.com,70000,2,High School,Professional,N
15184MATHEW,HERNANDEZ,27-04-1958,S,M,mathew0@learnsector.com,130000,0,Graduate Degree,Management,Y
15185JONATHAN,EVANS,10-08-1958,M,M,jonathan30@learnsector.com,130000,0,Graduate Degree,Management,Y
15186LEAH,YANG,21-07-1958,M,F,leah3@learnsector.com,130000,0,Graduate Degree,Management,Y
15187BENJAMIN,BROWN,03-11-1973,S,M,benjamin36@learnsector.com,80000,0,Bachelors,Management,N
15188ISAAC,WATSON,10-03-1974,S,M,isaac0@learnsector.com,60000,0,Partial College,Professional,Y
15189KAYLA,RUSSELL,15-08-1974,M,F,kayla44@learnsector.com,60000,0,Partial College,Professional,Y
15190KATHERINE,WATSON,19-08-1974,S,F,katherine21@learnsector.com,60000,0,Partial College,Professional,N
15191ANDRES,KUMAR,19-08-1974,S,M,andres4@learnsector.com,60000,0,High School,Professional,N
15192TASHA,SHAN,25-10-1959,S,F,tasha11@learnsector.com,130000,0,Graduate Degree,Management,N
15193SAMUEL,KING,18-03-1966,S,M,samuel48@learnsector.com,120000,2,Bachelors,Management,Y
15194ERIK,SUAREZ,24-11-1966,S,M,erik19@learnsector.com,120000,2,Bachelors,Management,N
15195EDWIN,HUANG,07-09-1966,S,M,edwin6@learnsector.com,120000,2,Bachelors,Management,Y
15196ISAIAH,REED,26-06-1966,S,M,isaiah20@learnsector.com,120000,2,Bachelors,Management,Y
15197ELIJAH,KUMAR,19-09-1957,M,M,elijah2@learnsector.com,60000,2,High School,Professional,N
15198LAUREN,WATSON,02-10-1957,M,F,lauren43@learnsector.com,60000,2,High School,Professional,N
15199JOE,JORDAN,11-03-1957,M,M,joe5@learnsector.com,70000,3,Partial College,Professional,Y
15200MINDY,SIMPSON,10-02-1957,M,F,mindy6@learnsector.com,70000,3,Partial College,Professional,Y
15201MIRANDA,WASHINGTON,08-03-1957,S,F,miranda13@learnsector.com,90000,2,Partial College,Professional,Y
15202BLAKE,BRYANT,26-10-1957,M,M,blake66@learnsector.com,90000,2,Partial College,Professional,Y
15203DAVID,LEWIS,17-09-1957,M,M,david84@learnsector.com,90000,2,Partial College,Professional,Y
15204DEANNA,GONZALEZ,22-07-1967,M,F,deanna22@learnsector.com,90000,4,Bachelors,Professional,Y
15205SHAWNA,BLACK,22-12-1967,S,F,shawna19@learnsector.com,90000,4,Bachelors,Professional,Y
15206MAURICE,ANDERSEN,12-04-1967,M,M,maurice14@learnsector.com,90000,4,Bachelors,Professional,N
15207JOSUE,DIAZ,14-12-1967,S,M,josue0@learnsector.com,100000,0,Graduate Degree,Management,Y
15208COLLEEN,LUO,05-10-1962,M,F,colleen30@learnsector.com,60000,1,Bachelors,Professional,Y
15209FRANK,ROMERO,20-07-1962,M,M,frank16@learnsector.com,60000,1,Bachelors,Professional,Y
15210KURT,RAJE,26-12-1962,S,M,kurt14@learnsector.com,60000,1,Bachelors,Professional,Y
15211KENNETH,LUO,06-03-1961,S,M,kenneth6@learnsector.com,60000,1,Partial College,Skilled Manual,N
15212MARCUS,HENDERSON,14-07-1961,M,M,marcus54@learnsector.com,60000,1,Bachelors,Professional,Y
15213BRIANA,MARTIN,06-07-1961,M,F,briana0@learnsector.com,60000,1,Partial College,Skilled Manual,Y
15214AMANDA,JENKINS,16-11-1966,S,F,amanda28@learnsector.com,100000,0,Graduate Degree,Management,N
15215ALBERTO,JIMÉNEZ,25-09-1966,S,M,alberto7@learnsector.com,100000,0,Graduate Degree,Management,N
15216DESIREE,GUTIERREZ,16-06-1960,M,F,desiree7@learnsector.com,60000,1,Partial College,Skilled Manual,Y
15217ETHAN,JAI,19-02-1960,S,M,ethan28@learnsector.com,60000,1,Partial College,Skilled Manual,Y
15218WILLIE,JOHNSEN,06-09-1965,S,M,willie30@learnsector.com,70000,0,Bachelors,Professional,Y
15219CLAYTON,CHEN,22-02-1965,S,M,clayton2@learnsector.com,70000,0,Bachelors,Professional,N
15220MICAH,LIU,10-09-1964,S,M,micah14@learnsector.com,70000,0,Bachelors,Professional,N
15221TROY,ARUN,11-03-1964,S,M,troy7@learnsector.com,70000,0,Bachelors,Professional,N
15222CYNTHIA,PATEL,15-09-1964,M,F,cynthia7@learnsector.com,70000,0,Bachelors,Professional,N
15223EBONY,MARTIN,27-11-1964,S,F,ebony22@learnsector.com,70000,0,Bachelors,Professional,Y
15224PEDRO,GUTIERREZ,09-02-1964,S,M,pedro31@learnsector.com,70000,0,Bachelors,Professional,N
15225YOLANDA,BHAT,10-12-1959,M,F,yolanda19@learnsector.com,90000,1,Bachelors,Professional,Y
15226LORI,MORENO,05-11-1963,S,F,lori9@learnsector.com,70000,0,Bachelors,Professional,N
15227HAROLD,MALHOTRA,15-06-1963,S,M,harold2@learnsector.com,70000,0,Bachelors,Professional,Y
15228JERMAINE,RAMAN,02-11-1963,M,M,jermaine10@learnsector.com,70000,0,Bachelors,Professional,N
15229CALVIN,RAI,01-09-1962,M,M,calvin16@learnsector.com,60000,1,Partial College,Skilled Manual,Y
